"統計年月","縣市","行政區域","售電量度數"
"201501","台北市","北投區八仙里",1103618
"201501","台北市","北投區大同里",1187739
"201501","台北市","北投區大屯里",358190
"201501","台北市","北投區稻香里",1033314
"201501","台北市","北投區東華里",876388
"201501","台北市","北投區豐年里",649627
"201501","台北市","北投區福興里",1256929
"201501","台北市","北投區關渡里",2331777
"201501","台北市","北投區湖山里",590673
"201501","台北市","北投區湖田里",199978
"201501","台北市","北投區吉利里",1012177
"201501","台北市","北投區吉慶里",887611
"201501","台北市","北投區建民里",853833
"201501","台北市","北投區開明里",1240251
"201501","台北市","北投區立農里",1635692
"201501","台北市","北投區立賢里",1030248
"201501","台北市","北投區林泉里",763587
"201501","台北市","北投區奇岩里",2208599
"201501","台北市","北投區清江里",1518217
"201501","台北市","北投區泉源里",639351
"201501","台北市","北投區榮光里",1167189
"201501","台北市","北投區榮華里",1936440
"201501","台北市","北投區石牌里",1349432
"201501","台北市","北投區桃源里",983967
"201501","台北市","北投區溫泉里",1357862
"201501","台北市","北投區文化里",670308
"201501","台北市","北投區文林里",989297
"201501","台北市","北投區秀山里",612873
"201501","台北市","北投區一德里",1528645
"201501","台北市","北投區永和里",2770661
"201501","台北市","北投區永明里",944520
"201501","台北市","北投區永欣里",1806584
"201501","台北市","北投區裕民里",1776204
"201501","台北市","北投區長安里",1196755
"201501","台北市","北投區振華里",1554962
"201501","台北市","北投區智仁里",848322
"201501","台北市","北投區中和里",1280994
"201501","台北市","北投區中心里",1396957
"201501","台北市","北投區中央里",2247558
"201501","台北市","北投區中庸里",603566
"201501","台北市","北投區洲美里",211555
"201501","台北市","北投區尊賢里",748470
"201501","台北市","大安區昌隆里",872891
"201501","台北市","大安區車層里",2092747
"201501","台北市","大安區誠安里",1245517
"201501","台北市","大安區大學里",1839901
"201501","台北市","大安區德安里",1739025
"201501","台北市","大安區敦安里",1910884
"201501","台北市","大安區敦煌里",1715418
"201501","台北市","大安區法治里",1213252
"201501","台北市","大安區芳和里",1261457
"201501","台北市","大安區福住里",1440963
"201501","台北市","大安區古風里",1108861
"201501","台北市","大安區古莊里",2052669
"201501","台北市","大安區光明里",842028
"201501","台北市","大安區光武里",2626707
"201501","台北市","大安區光信里",2327462
"201501","台北市","大安區和安里",1542876
"201501","台北市","大安區虎嘯里",1346141
"201501","台北市","大安區華聲里",1289445
"201501","台北市","大安區建安里",1935083
"201501","台北市","大安區建倫里",2394659
"201501","台北市","大安區錦安里",1392660
"201501","台北市","大安區錦華里",1147314
"201501","台北市","大安區錦泰里",585661
"201501","台北市","大安區黎和里",1039532
"201501","台北市","大安區黎孝里",1687788
"201501","台北市","大安區黎元里",1075133
"201501","台北市","大安區臨江里",1127864
"201501","台北市","大安區龍安里",1485151
"201501","台北市","大安區龍門里",1135072
"201501","台北市","大安區龍坡里",681034
"201501","台北市","大安區龍泉里",1218879
"201501","台北市","大安區龍生里",1450741
"201501","台北市","大安區龍圖里",1797604
"201501","台北市","大安區龍淵里",1775734
"201501","台北市","大安區龍雲里",1392579
"201501","台北市","大安區龍陣里",993239
"201501","台北市","大安區民輝里",2477945
"201501","台北市","大安區民炤里",2433055
"201501","台北市","大安區全安里",1455314
"201501","台北市","大安區群賢里",1774844
"201501","台北市","大安區群英里",1324954
"201501","台北市","大安區仁愛里",2404593
"201501","台北市","大安區仁慈里",1431836
"201501","台北市","大安區通安里",1447518
"201501","台北市","大安區通化里",1753673
"201501","台北市","大安區臥龍里",583266
"201501","台北市","大安區新龍里",1305008
"201501","台北市","大安區學府里",474447
"201501","台北市","大安區義安里",1796398
"201501","台北市","大安區義村里",1405417
"201501","台北市","大安區永康里",1010601
"201501","台北市","大安區正聲里",1523594
"201501","台北市","大安區住安里",1449834
"201501","台北市","大同區保安里",833605
"201501","台北市","大同區朝陽里",1214399
"201501","台北市","大同區大有里",1194971
"201501","台北市","大同區光能里",946596
"201501","台北市","大同區國慶里",1014665
"201501","台北市","大同區國順里",492141
"201501","台北市","大同區建功里",1163995
"201501","台北市","大同區建明里",1421381
"201501","台北市","大同區建泰里",1248099
"201501","台北市","大同區景星里",543573
"201501","台北市","大同區老師里",1017342
"201501","台北市","大同區鄰江里",1158991
"201501","台北市","大同區隆和里",688351
"201501","台北市","大同區民權里",1436761
"201501","台北市","大同區南芳里",883658
"201501","台北市","大同區蓬萊里",1094587
"201501","台北市","大同區雙連里",1818631
"201501","台北市","大同區斯文里",1151046
"201501","台北市","大同區星明里",1515648
"201501","台北市","大同區延平里",1003510
"201501","台北市","大同區揚雅里",740384
"201501","台北市","大同區永樂里",1523452
"201501","台北市","大同區玉泉里",810148
"201501","台北市","大同區至聖里",1791092
"201501","台北市","大同區重慶里",1251427
"201501","台北市","南港區百福里",1006561
"201501","台北市","南港區成福里",1448449
"201501","台北市","南港區東明里",1044966
"201501","台北市","南港區東新里",1273905
"201501","台北市","南港區合成里",1469149
"201501","台北市","南港區鴻福里",903532
"201501","台北市","南港區九如里",1248427
"201501","台北市","南港區舊莊里",1464278
"201501","台北市","南港區聯成里",1007382
"201501","台北市","南港區南港里",2113940
"201501","台北市","南港區仁福里",1083889
"201501","台北市","南港區三重里",1823774
"201501","台北市","南港區萬福里",925806
"201501","台北市","南港區西新里",927170
"201501","台北市","南港區新富里",723621
"201501","台北市","南港區新光里",779187
"201501","台北市","南港區玉成里",1087363
"201501","台北市","南港區中南里",570037
"201501","台北市","南港區中研里",1356428
"201501","台北市","南港區重陽里",1485377
"201501","台北市","內湖區安湖里",1258152
"201501","台北市","內湖區安泰里",1006617
"201501","台北市","內湖區寶湖里",3130308
"201501","台北市","內湖區碧山里",1327040
"201501","台北市","內湖區大湖里",1632085
"201501","台北市","內湖區東湖里",1315444
"201501","台北市","內湖區港都里",1234404
"201501","台北市","內湖區港富里",1979162
"201501","台北市","內湖區港華里",1780965
"201501","台北市","內湖區港墘里",1943857
"201501","台北市","內湖區湖濱里",2118315
"201501","台北市","內湖區湖興里",1674284
"201501","台北市","內湖區湖元里",2605836
"201501","台北市","內湖區葫洲里",1553426
"201501","台北市","內湖區金湖里",3007222
"201501","台北市","內湖區金龍里",1068446
"201501","台北市","內湖區金瑞里",1158408
"201501","台北市","內湖區康寧里",2041206
"201501","台北市","內湖區樂康里",1284536
"201501","台北市","內湖區麗山里",1461322
"201501","台北市","內湖區蘆洲里",244476
"201501","台北市","內湖區明湖里",921420
"201501","台北市","內湖區南湖里",1065586
"201501","台北市","內湖區內溝里",886908
"201501","台北市","內湖區內湖里",1255436
"201501","台北市","內湖區清白里",2302156
"201501","台北市","內湖區瑞光里",915582
"201501","台北市","內湖區瑞陽里",1693091
"201501","台北市","內湖區石潭里",1479390
"201501","台北市","內湖區五分里",1620570
"201501","台北市","內湖區西安里",1456592
"201501","台北市","內湖區西湖里",2118107
"201501","台北市","內湖區西康里",2750694
"201501","台北市","內湖區行善里",1382413
"201501","台北市","內湖區秀湖里",1408012
"201501","台北市","內湖區週美里",2000832
"201501","台北市","內湖區紫星里",1429839
"201501","台北市","內湖區紫陽里",1775483
"201501","台北市","內湖區紫雲里",1068044
"201501","台北市","士林區百齡里",1211400
"201501","台北市","士林區承德里",1693326
"201501","台北市","士林區翠山里",678599
"201501","台北市","士林區德華里",1262159
"201501","台北市","士林區德行里",1179451
"201501","台北市","士林區東山里",1342347
"201501","台北市","士林區福安里",778388
"201501","台北市","士林區福德里",1489107
"201501","台北市","士林區福華里",1107158
"201501","台北市","士林區福佳里",1818969
"201501","台北市","士林區福林里",921006
"201501","台北市","士林區福順里",1095006
"201501","台北市","士林區福志里",1823243
"201501","台北市","士林區福中里",1408067
"201501","台北市","士林區富光里",1067457
"201501","台北市","士林區富洲里",889717
"201501","台北市","士林區公館里",580016
"201501","台北市","士林區後港里",1724139
"201501","台北市","士林區葫東里",810308
"201501","台北市","士林區葫蘆里",1270040
"201501","台北市","士林區菁山里",577119
"201501","台北市","士林區舊佳里",1323013
"201501","台北市","士林區蘭興里",1650570
"201501","台北市","士林區蘭雅里",2193327
"201501","台北市","士林區臨溪里",1417406
"201501","台北市","士林區名山里",1506489
"201501","台北市","士林區明勝里",1055697
"201501","台北市","士林區平等里",421590
"201501","台北市","士林區前港里",948328
"201501","台北市","士林區仁勇里",1129667
"201501","台北市","士林區三玉里",1607134
"201501","台北市","士林區社新里",1584515
"201501","台北市","士林區社園里",1253073
"201501","台北市","士林區社子里",1159515
"201501","台北市","士林區聖山里",1201649
"201501","台北市","士林區天福里",1496258
"201501","台北市","士林區天和里",1969250
"201501","台北市","士林區天祿里",1398952
"201501","台北市","士林區天母里",2632494
"201501","台北市","士林區天山里",2001510
"201501","台北市","士林區天壽里",1758056
"201501","台北市","士林區天玉里",2581124
"201501","台北市","士林區溪山里",452506
"201501","台北市","士林區新安里",1023397
"201501","台北市","士林區岩山里",893386
"201501","台北市","士林區陽明里",2845273
"201501","台北市","士林區義信里",1058403
"201501","台北市","士林區永福里",973792
"201501","台北市","士林區永倫里",1375358
"201501","台北市","士林區芝山里",2149664
"201501","台北市","士林區忠誠里",1453533
"201501","台北市","松山區安平里",2185369
"201501","台北市","松山區慈祐里",2010450
"201501","台北市","松山區東昌里",535503
"201501","台北市","松山區東光里",1782257
"201501","台北市","松山區東榮里",1815586
"201501","台北市","松山區東勢里",1104521
"201501","台北市","松山區敦化里",1681525
"201501","台北市","松山區福成里",610413
"201501","台北市","松山區富錦里",1083310
"201501","台北市","松山區富泰里",971904
"201501","台北市","松山區復建里",1000427
"201501","台北市","松山區復盛里",1474904
"201501","台北市","松山區復勢里",1579782
"201501","台北市","松山區復源里",688740
"201501","台北市","松山區吉仁里",897077
"201501","台北市","松山區吉祥里",2377570
"201501","台北市","松山區介壽里",888805
"201501","台北市","松山區精忠里",987802
"201501","台北市","松山區龍田里",1930932
"201501","台北市","松山區美仁里",773025
"201501","台北市","松山區民福里",1567684
"201501","台北市","松山區民有里",2763988
"201501","台北市","松山區鵬程里",1126315
"201501","台北市","松山區三民里",1542956
"201501","台北市","松山區松基里",1538075
"201501","台北市","松山區新東里",1123529
"201501","台北市","松山區新聚里",2138578
"201501","台北市","松山區新益里",1031264
"201501","台北市","松山區中華里",1686818
"201501","台北市","松山區中崙里",991569
"201501","台北市","松山區中正里",2683414
"201501","台北市","松山區莊敬里",1024431
"201501","台北市","松山區自強里",1899832
"201501","台北市","萬華區保德里",697640
"201501","台北市","萬華區菜園里",1364284
"201501","台北市","萬華區頂碩里",1479500
"201501","台北市","萬華區福星里",1509980
"201501","台北市","萬華區福音里",854956
"201501","台北市","萬華區富福里",1074958
"201501","台北市","萬華區富民里",1347223
"201501","台北市","萬華區和德里",1337414
"201501","台北市","萬華區和平里",1293445
"201501","台北市","萬華區華江里",1666396
"201501","台北市","萬華區華中里",1297979
"201501","台北市","萬華區錦德里",1181763
"201501","台北市","萬華區凌霄里",696253
"201501","台北市","萬華區柳鄉里",1080784
"201501","台北市","萬華區綠堤里",777920
"201501","台北市","萬華區銘德里",909364
"201501","台北市","萬華區青山里",1813680
"201501","台北市","萬華區全德里",820200
"201501","台北市","萬華區仁德里",1345948
"201501","台北市","萬華區日善里",755137
"201501","台北市","萬華區日祥里",1090456
"201501","台北市","萬華區榮德里",784314
"201501","台北市","萬華區壽德里",989951
"201501","台北市","萬華區雙園里",919430
"201501","台北市","萬華區糖廍里",1285134
"201501","台北市","萬華區騰雲里",587926
"201501","台北市","萬華區萬壽里",1231936
"201501","台北市","萬華區西門里",1370408
"201501","台北市","萬華區孝德里",692622
"201501","台北市","萬華區新安里",977698
"201501","台北市","萬華區新和里",1532356
"201501","台北市","萬華區新起里",2033255
"201501","台北市","萬華區新忠里",635322
"201501","台北市","萬華區興德里",953043
"201501","台北市","萬華區忠德里",853875
"201501","台北市","萬華區忠貞里",842210
"201501","台北市","文山區博嘉里",1350076
"201501","台北市","文山區華興里",2181794
"201501","台北市","文山區景東里",1203495
"201501","台北市","文山區景華里",1100613
"201501","台北市","文山區景美里",728758
"201501","台北市","文山區景慶里",811853
"201501","台北市","文山區景仁里",853665
"201501","台北市","文山區景行里",1530452
"201501","台北市","文山區老泉里",172297
"201501","台北市","文山區明興里",1386764
"201501","台北市","文山區明義里",809718
"201501","台北市","文山區木柵里",2090574
"201501","台北市","文山區木新里",1869061
"201501","台北市","文山區試院里",1536446
"201501","台北市","文山區順興里",1403029
"201501","台北市","文山區萬芳里",1917232
"201501","台北市","文山區萬和里",784671
"201501","台北市","文山區萬隆里",1256151
"201501","台北市","文山區萬美里",1757550
"201501","台北市","文山區萬年里",984284
"201501","台北市","文山區萬盛里",1147809
"201501","台北市","文山區萬祥里",935523
"201501","台北市","文山區萬興里",2027564
"201501","台北市","文山區萬有里",1067969
"201501","台北市","文山區興安里",1433417
"201501","台北市","文山區興邦里",976740
"201501","台北市","文山區興昌里",1674187
"201501","台北市","文山區興得里",1290293
"201501","台北市","文山區興豐里",1031383
"201501","台北市","文山區興福里",958418
"201501","台北市","文山區興光里",939295
"201501","台北市","文山區興家里",1443355
"201501","台北市","文山區興泰里",1018979
"201501","台北市","文山區興旺里",1658689
"201501","台北市","文山區興業里",1202441
"201501","台北市","文山區樟腳里",1172587
"201501","台北市","文山區樟林里",1057166
"201501","台北市","文山區樟樹里",913934
"201501","台北市","文山區樟文里",1150323
"201501","台北市","文山區樟新里",1135140
"201501","台北市","文山區政大里",2194730
"201501","台北市","文山區指南里",1021722
"201501","台北市","文山區忠順里",996454
"201501","台北市","信義區安康里",4009137
"201501","台北市","信義區大道里",1443847
"201501","台北市","信義區大仁里",813598
"201501","台北市","信義區敦厚里",1223377
"201501","台北市","信義區富台里",1009594
"201501","台北市","信義區廣居里",1779130
"201501","台北市","信義區國業里",1609156
"201501","台北市","信義區惠安里",1490779
"201501","台北市","信義區嘉興里",813257
"201501","台北市","信義區景聯里",1245157
"201501","台北市","信義區景勤里",909991
"201501","台北市","信義區景新里",1750136
"201501","台北市","信義區黎安里",218924
"201501","台北市","信義區黎平里",1868716
"201501","台北市","信義區黎順里",1164804
"201501","台北市","信義區黎忠里",1052503
"201501","台北市","信義區六合里",2014844
"201501","台北市","信義區六藝里",763118
"201501","台北市","信義區三犁里",1806545
"201501","台北市","信義區三張里",2458093
"201501","台北市","信義區雙和里",1711110
"201501","台北市","信義區四維里",1057741
"201501","台北市","信義區四育里",1246788
"201501","台北市","信義區松光里",1162989
"201501","台北市","信義區松隆里",480040
"201501","台北市","信義區松友里",1272952
"201501","台北市","信義區泰和里",1894418
"201501","台北市","信義區五常里",891281
"201501","台北市","信義區五全里",1076808
"201501","台北市","信義區西村里",843398
"201501","台北市","信義區新仁里",1048961
"201501","台北市","信義區興隆里",824678
"201501","台北市","信義區興雅里",1455703
"201501","台北市","信義區雅祥里",1002380
"201501","台北市","信義區永春里",1221853
"201501","台北市","信義區永吉里",999639
"201501","台北市","信義區長春里",1146360
"201501","台北市","信義區正和里",1140826
"201501","台北市","信義區中坡里",964284
"201501","台北市","信義區中行里",1569242
"201501","台北市","信義區中興里",1365348
"201501","台北市","中山區北安里",539444
"201501","台北市","中山區成功里",3015668
"201501","台北市","中山區大佳里",198933
"201501","台北市","中山區大直里",2328258
"201501","台北市","中山區復華里",1749124
"201501","台北市","中山區恆安里",1928094
"201501","台北市","中山區集英里",2203211
"201501","台北市","中山區劍潭里",851942
"201501","台北市","中山區江寧里",1811069
"201501","台北市","中山區江山里",1971434
"201501","台北市","中山區金泰里",2680355
"201501","台北市","中山區聚盛里",1694541
"201501","台北市","中山區聚葉里",1398834
"201501","台北市","中山區康樂里",1178915
"201501","台北市","中山區力行里",2288378
"201501","台北市","中山區龍洲里",976082
"201501","台北市","中山區民安里",1742275
"201501","台北市","中山區埤頭里",926102
"201501","台北市","中山區晴光里",2098561
"201501","台北市","中山區松江里",1910812
"201501","台北市","中山區下埤里",1840644
"201501","台北市","中山區新福里",1472440
"201501","台北市","中山區新生里",1635454
"201501","台北市","中山區新喜里",1246237
"201501","台北市","中山區新庄里",1210475
"201501","台北市","中山區行仁里",1747511
"201501","台北市","中山區行孝里",908125
"201501","台北市","中山區行政里",1534399
"201501","台北市","中山區興亞里",2002602
"201501","台北市","中山區永安里",2387105
"201501","台北市","中山區圓山里",1330907
"201501","台北市","中山區正得里",1678589
"201501","台北市","中山區正守里",922112
"201501","台北市","中山區正義里",2280561
"201501","台北市","中山區中吉里",1717045
"201501","台北市","中山區中山里",2594582
"201501","台北市","中山區中央里",1191283
"201501","台北市","中山區中原里",1448451
"201501","台北市","中山區中庄里",1681667
"201501","台北市","中山區朱馥里",1462705
"201501","台北市","中山區朱崙里",980870
"201501","台北市","中山區朱園里",1957247
"201501","台北市","中正區愛國里",623163
"201501","台北市","中正區板溪里",1027022
"201501","台北市","中正區頂東里",1562580
"201501","台北市","中正區東門里",849330
"201501","台北市","中正區富水里",441704
"201501","台北市","中正區光復里",1859626
"201501","台北市","中正區河堤里",1217494
"201501","台北市","中正區建國里",337685
"201501","台北市","中正區黎明里",2080172
"201501","台北市","中正區林興里",1051804
"201501","台北市","中正區龍福里",1062392
"201501","台北市","中正區龍光里",593677
"201501","台北市","中正區龍興里",527358
"201501","台北市","中正區梅花里",1453457
"201501","台北市","中正區南福里",2252054
"201501","台北市","中正區南門里",591494
"201501","台北市","中正區三愛里",2350712
"201501","台北市","中正區廈安里",695239
"201501","台北市","中正區水源里",1023663
"201501","台北市","中正區網溪里",1261275
"201501","台北市","中正區文北里",1810984
"201501","台北市","中正區文盛里",801247
"201501","台北市","中正區文祥里",1527167
"201501","台北市","中正區新營里",1778919
"201501","台北市","中正區幸福里",1507888
"201501","台北市","中正區幸市里",1757045
"201501","台北市","中正區螢圃里",1274498
"201501","台北市","中正區螢雪里",974978
"201501","台北市","中正區永昌里",982464
"201501","台北市","中正區永功里",1125892
"201501","台北市","中正區忠勤里",1191370
"201503","台北市","北投區八仙里",1114815
"201503","台北市","北投區大同里",1235302
"201503","台北市","北投區大屯里",355744
"201503","台北市","北投區稻香里",1068920
"201503","台北市","北投區東華里",879769
"201503","台北市","北投區豐年里",693651
"201503","台北市","北投區福興里",1293669
"201503","台北市","北投區關渡里",2283237
"201503","台北市","北投區湖山里",592481
"201503","台北市","北投區湖田里",206675
"201503","台北市","北投區吉利里",1056813
"201503","台北市","北投區吉慶里",921524
"201503","台北市","北投區建民里",908552
"201503","台北市","北投區開明里",1394832
"201503","台北市","北投區立農里",1650956
"201503","台北市","北投區立賢里",1067971
"201503","台北市","北投區林泉里",737995
"201503","台北市","北投區奇岩里",2175750
"201503","台北市","北投區清江里",1576273
"201503","台北市","北投區泉源里",656595
"201503","台北市","北投區榮光里",1243142
"201503","台北市","北投區榮華里",1918868
"201503","台北市","北投區石牌里",1406802
"201503","台北市","北投區桃源里",1005968
"201503","台北市","北投區溫泉里",1297065
"201503","台北市","北投區文化里",716434
"201503","台北市","北投區文林里",1041521
"201503","台北市","北投區秀山里",638654
"201503","台北市","北投區一德里",1532771
"201503","台北市","北投區永和里",2598714
"201503","台北市","北投區永明里",959338
"201503","台北市","北投區永欣里",1725125
"201503","台北市","北投區裕民里",1763594
"201503","台北市","北投區長安里",1171260
"201503","台北市","北投區振華里",1566275
"201503","台北市","北投區智仁里",854465
"201503","台北市","北投區中和里",1251184
"201503","台北市","北投區中心里",1413404
"201503","台北市","北投區中央里",2280838
"201503","台北市","北投區中庸里",566641
"201503","台北市","北投區洲美里",222713
"201503","台北市","北投區尊賢里",785952
"201503","台北市","大安區昌隆里",864712
"201503","台北市","大安區車層里",1929428
"201503","台北市","大安區誠安里",1236221
"201503","台北市","大安區大學里",1844637
"201503","台北市","大安區德安里",1740527
"201503","台北市","大安區敦安里",1879231
"201503","台北市","大安區敦煌里",1683945
"201503","台北市","大安區法治里",1132699
"201503","台北市","大安區芳和里",1261291
"201503","台北市","大安區福住里",1351724
"201503","台北市","大安區古風里",1059670
"201503","台北市","大安區古莊里",1871742
"201503","台北市","大安區光明里",881773
"201503","台北市","大安區光武里",2407400
"201503","台北市","大安區光信里",2280987
"201503","台北市","大安區和安里",1587432
"201503","台北市","大安區虎嘯里",1336990
"201503","台北市","大安區華聲里",1255521
"201503","台北市","大安區建安里",1786363
"201503","台北市","大安區建倫里",2229511
"201503","台北市","大安區錦安里",1436832
"201503","台北市","大安區錦華里",1152096
"201503","台北市","大安區錦泰里",591325
"201503","台北市","大安區黎和里",997678
"201503","台北市","大安區黎孝里",1673623
"201503","台北市","大安區黎元里",1057838
"201503","台北市","大安區臨江里",1089311
"201503","台北市","大安區龍安里",1501260
"201503","台北市","大安區龍門里",1065942
"201503","台北市","大安區龍坡里",687761
"201503","台北市","大安區龍泉里",1137652
"201503","台北市","大安區龍生里",1377883
"201503","台北市","大安區龍圖里",1720040
"201503","台北市","大安區龍淵里",1664339
"201503","台北市","大安區龍雲里",1391916
"201503","台北市","大安區龍陣里",932470
"201503","台北市","大安區民輝里",2407651
"201503","台北市","大安區民炤里",2497597
"201503","台北市","大安區全安里",1370844
"201503","台北市","大安區群賢里",1762821
"201503","台北市","大安區群英里",1300158
"201503","台北市","大安區仁愛里",2430581
"201503","台北市","大安區仁慈里",1451252
"201503","台北市","大安區通安里",1363222
"201503","台北市","大安區通化里",1693316
"201503","台北市","大安區臥龍里",531172
"201503","台北市","大安區新龍里",1241641
"201503","台北市","大安區學府里",466518
"201503","台北市","大安區義安里",1736732
"201503","台北市","大安區義村里",1372526
